drug1,drug2,label,scenario
376,754,46,S0
667,1109,74,S0
29,41,19,S0
841,363,59,S0
417,885,72,S0
604,427,59,S0
461,37,72,S0
148,1422,69,S0
348,187,48,S0
268,936,46,S0
68,1183,11,S0
186,101,69,S0
891,155,46,S0
451,243,48,S0
462,634,46,S0
430,92,56,S0
84,234,48,S0
585,331,59,S0
502,152,48,S0
914,294,36,S0
47,549,48,S0
51,707,46,S0
1014,993,46,S0
491,486,48,S0
344,250,19,S0
767,573,48,S0
49,427,59,S0
201,94,9,S0
651,334,48,S0
395,588,48,S0
361,443,72,S0
526,693,5,S0
667,567,46,S0
303,1149,72,S0
78,619,48,S0
153,951,5,S0
849,1132,59,S0
994,116,48,S0
446,329,48,S0
559,1009,48,S0
878,1085,72,S0
244,573,48,S0
123,1347,72,S0
590,579,72,S0
62,788,48,S0
938,1259,48,S0
364,259,48,S0
1233,165,76,S0
511,903,46,S0
233,51,48,S0
16,1200,48,S0
726,1147,46,S0
126,514,46,S0
1150,623,48,S0
37,1171,69,S0
794,454,48,S0
129,310,18,S0
630,110,72,S0
208,1216,3,S0
38,562,48,S0
779,149,48,S0
712,258,48,S0
475,900,59,S0
410,182,48,S0
24,261,3,S0
122,703,19,S0
133,149,48,S0
697,763,57,S0
310,1287,72,S0
15,570,72,S0
963,590,46,S0
76,499,15,S0
105,38,15,S0
52,106,48,S0
467,52,74,S0
107,245,15,S0
582,1103,19,S0
718,958,46,S0
1207,1055,46,S0
172,376,69,S0
129,206,69,S0
621,1143,5,S0
254,688,48,S0
232,14,3,S0
150,277,48,S0
914,260,48,S0
215,1052,46,S0
225,911,46,S0
1203,670,66,S0
936,1225,72,S0
693,100,69,S0
685,226,46,S0
6,507,7,S0
975,971,46,S0
153,411,5,S0
305,1098,72,S0
331,21,48,S0
223,214,46,S0
254,678,31,S0
771,1347,72,S0
432,81,15,S0
679,9,60,S0
111,1078,48,S0
112,258,48,S0
320,585,63,S0
729,97,72,S0
904,388,48,S0
1016,223,48,S0
747,447,69,S0
262,245,15,S0
779,1143,26,S0
601,1149,72,S0
1077,1176,48,S0
12,1094,48,S0
489,134,69,S0
866,808,48,S0
1340,149,80,S0
232,225,74,S0
194,210,48,S0
543,180,71,S0
839,217,46,S0
1246,423,70,S0
266,78,3,S0
430,693,56,S0
400,947,46,S0
331,552,59,S0
997,856,72,S0
624,680,48,S0
335,893,48,S0
835,418,46,S0
690,1195,46,S0
657,1121,19,S0
632,623,48,S0
502,75,46,S0
476,329,48,S0
611,754,72,S0
598,373,60,S0
426,50,63,S0
264,852,74,S0
308,707,72,S0
561,215,69,S0
939,851,48,S0
383,404,33,S0
291,1169,26,S0
144,532,48,S0
400,837,46,S0
166,1008,60,S0
447,716,46,S0
253,409,72,S0
511,40,46,S0
424,911,46,S0
768,1008,15,S0
208,1126,3,S0
34,714,46,S0
277,280,3,S0
514,48,19,S0
841,614,59,S0
732,745,48,S0
720,118,32,S0
78,993,48,S0
52,1048,46,S0
87,323,46,S0
744,373,48,S0
220,532,48,S0
589,381,74,S0
119,1233,46,S0
65,1207,72,S0
564,727,72,S0
28,936,72,S0
151,1056,76,S0
896,304,59,S0
866,493,48,S0
625,1073,46,S0
184,257,48,S0
697,1052,72,S0
274,908,48,S0
86,841,59,S0
685,239,46,S0
4,514,3,S0
213,250,48,S0
623,87,74,S0
479,524,59,S0
490,464,48,S0
562,206,48,S0
277,904,48,S0
313,729,74,S0
18,356,48,S0
744,707,46,S0
260,896,48,S0
298,1004,48,S0
281,728,48,S0
238,607,69,S0
65,590,72,S0
1148,86,72,S0
755,606,69,S0
202,463,48,S0
34,547,48,S0
570,229,46,S0
621,1051,5,S0
733,1014,74,S0
229,367,48,S0
510,572,48,S0
200,148,69,S0
1183,239,46,S0
563,810,9,S0
817,104,48,S0
1058,667,74,S0
90,1282,48,S0
4,869,74,S0
406,1008,19,S0
879,1059,48,S0
621,1296,5,S0
946,155,46,S0
836,1011,72,S0
787,98,59,S0
775,766,47,S0
535,224,36,S0
1004,7,72,S0
720,485,29,S0
396,912,48,S0
250,656,48,S0
159,1052,46,S0
486,111,48,S0
371,116,48,S0
60,331,59,S0
1201,219,74,S0
525,748,46,S0
472,172,48,S0
610,1406,75,S0
278,311,48,S0
584,752,33,S0
119,114,59,S0
204,516,3,S0
852,540,46,S0
361,788,72,S0
1244,488,74,S0
298,1225,72,S0
356,541,72,S0
956,239,46,S0
561,554,72,S0
285,693,36,S0
220,472,48,S0
954,803,82,S0
393,1052,74,S0
751,1469,69,S0
608,501,69,S0
573,1169,26,S0
500,779,5,S0
566,685,72,S0
671,629,73,S0
233,324,48,S0
97,367,48,S0
131,339,48,S0
693,1150,48,S0
365,1293,72,S0
879,431,48,S0
31,1181,72,S0
1018,325,46,S0
502,99,15,S0
181,304,59,S0
596,887,46,S0
490,276,69,S0
452,1005,74,S0
434,936,46,S0
357,590,46,S0
373,774,48,S0
470,792,48,S0
360,297,69,S0
191,1079,72,S0
204,453,3,S0
239,393,19,S0
866,558,48,S0
779,1393,46,S0
643,258,46,S0
43,97,46,S0
421,359,48,S0
59,936,72,S0
886,1182,72,S0
1139,1073,46,S0
100,914,48,S0
267,683,46,S0
543,2,71,S0
857,523,48,S0
244,334,48,S0
588,257,78,S0
421,226,46,S0
500,982,46,S0
127,541,46,S0
204,982,3,S0
452,306,48,S0
568,893,48,S0
262,727,72,S0
376,936,72,S0
26,564,48,S0
273,832,48,S0
72,112,48,S0
201,162,9,S0
4,67,3,S0
963,165,76,S0
457,1045,72,S0
513,910,71,S0
113,1095,72,S0
556,1105,72,S0
8,1225,72,S0
413,1105,72,S0
143,701,46,S0
211,872,59,S0
623,25,74,S0
905,882,84,S0
857,637,48,S0
138,610,74,S0
430,572,56,S0
151,1054,3,S0
460,1203,8,S0
762,461,48,S0
204,357,3,S0
771,707,46,S0
87,667,72,S0
133,719,26,S0
634,1097,59,S0
315,486,36,S0
44,196,48,S0
233,27,48,S0
1077,116,48,S0
278,251,48,S0
250,496,48,S0
251,60,70,S0
274,399,48,S0
167,1424,74,S0
370,31,72,S0
767,111,48,S0
154,809,46,S0
574,1225,72,S0
95,580,59,S0
568,936,46,S0
10,677,48,S0
451,1181,48,S0
792,1004,48,S0
821,765,46,S0
651,1111,69,S0
212,363,48,S0
268,702,48,S0
863,1016,74,S0
220,119,53,S0
896,1109,74,S0
851,1132,59,S0
628,676,46,S0
583,185,59,S0
1112,602,52,S0
198,160,46,S0
720,326,48,S0
473,1032,72,S0
587,1149,72,S0
29,344,19,S0
514,967,74,S0
193,270,59,S0
333,252,46,S0
1081,887,46,S0
129,899,48,S0
263,781,48,S0
660,327,48,S0
84,687,48,S0
45,660,59,S0
486,778,69,S0
567,309,46,S0
492,1017,72,S0
139,1034,5,S0
1163,791,69,S0
419,938,3,S0
327,426,8,S0
88,78,48,S0
401,12,48,S0
481,135,48,S0
407,1056,76,S0
107,66,15,S0
912,768,48,S0
17,91,48,S0
239,700,48,S0
585,1026,59,S0
880,750,48,S0
384,1098,46,S0
463,339,36,S0
556,54,48,S0
1014,528,19,S0
1133,1052,46,S0
508,1077,46,S0
177,150,48,S0
613,99,15,S0
1010,1147,46,S0
421,328,46,S0
956,27,72,S0
500,269,5,S0
1170,1200,48,S0
402,148,59,S0
274,302,59,S0
225,1393,46,S0
313,314,74,S0
762,1127,48,S0
211,694,59,S0
146,1059,69,S0
127,1075,19,S0
877,903,46,S0
313,683,3,S0
206,193,48,S0
613,392,46,S0
599,711,74,S0
476,737,26,S0
416,850,59,S0
231,240,48,S0
672,1098,72,S0
758,849,59,S0
208,684,74,S0
41,1221,15,S0
517,696,46,S0
895,551,46,S0
568,72,48,S0
502,564,48,S0
495,607,59,S0
527,1083,5,S0
17,1233,72,S0
539,339,48,S0
658,1085,72,S0
849,589,59,S0
1053,95,48,S0
338,663,72,S0
872,565,48,S0
657,1008,19,S0
187,912,48,S0
729,851,72,S0
993,143,59,S0
186,911,46,S0
366,779,48,S0
246,328,72,S0
897,713,2,S0
198,168,59,S0
790,585,70,S0
505,1088,83,S0
51,371,48,S0
56,809,46,S0
539,363,48,S0
847,405,56,S0
536,363,53,S0
1202,562,48,S0
738,1203,48,S0
802,1078,48,S0
393,50,48,S0
121,979,74,S0
326,1001,48,S0
412,303,19,S0
340,344,74,S0
178,772,8,S0
688,224,48,S0
312,843,48,S0
1042,566,48,S0
967,178,46,S0
642,399,67,S0
723,892,74,S0
1125,623,72,S0
80,869,48,S0
630,214,46,S0
361,423,72,S0
76,353,15,S0
567,310,48,S0
344,433,19,S0
328,1472,48,S0
485,849,59,S0
105,334,15,S0
779,792,15,S0
718,971,46,S0
41,78,19,S0
528,305,46,S0
399,552,48,S0
325,1094,48,S0
245,1044,48,S0
106,656,48,S0
1156,136,74,S0
997,1147,46,S0
790,460,69,S0
710,53,15,S0
425,437,39,S0
360,525,48,S0
355,848,72,S0
264,526,74,S0
452,489,48,S0
267,258,46,S0
467,617,74,S0
166,438,75,S0
72,224,48,S0
313,673,74,S0
275,644,48,S0
281,383,48,S0
858,62,72,S0
183,417,15,S0
30,27,59,S0
90,23,46,S0
250,911,46,S0
87,1293,72,S0
320,730,72,S0
804,681,26,S0
3,803,59,S0
325,707,46,S0
894,543,74,S0
686,282,46,S0
1010,76,46,S0
363,427,59,S0
634,541,46,S0
215,627,46,S0
732,653,46,S0
732,1117,46,S0
381,1048,46,S0
383,561,82,S0
593,1246,4,S0
209,215,8,S0
97,696,46,S0
24,667,59,S0
744,72,48,S0
456,962,48,S0
609,414,48,S0
492,740,48,S0
132,52,48,S0
407,859,3,S0
752,533,46,S0
41,32,48,S0
733,885,74,S0
738,1276,69,S0
352,872,48,S0
17,246,48,S0
943,656,70,S0
604,758,59,S0
325,1146,84,S0
399,270,48,S0
21,1098,46,S0
191,149,74,S0
1232,723,66,S0
412,602,19,S0
304,651,36,S0
202,661,48,S0
492,949,48,S0
208,587,74,S0
353,722,15,S0
708,711,74,S0
157,1077,72,S0
254,223,48,S0
1344,927,72,S0
154,268,72,S0
192,920,48,S0
648,1105,72,S0
378,971,36,S0
537,393,19,S0
37,893,48,S0
799,591,66,S0
258,1095,72,S0
487,150,48,S0
809,1098,46,S0
323,912,48,S0
107,192,15,S0
80,713,48,S0
113,206,32,S0
193,688,48,S0
613,27,48,S0
288,571,48,S0
880,914,48,S0
135,1110,48,S0
250,455,83,S0
266,603,59,S0
151,886,3,S0
191,25,46,S0
568,1110,48,S0
991,405,71,S0
221,1438,46,S0
514,903,46,S0
235,935,46,S0
285,548,36,S0
752,430,72,S0
331,884,24,S0
883,732,19,S0
689,1190,48,S0
914,763,53,S0
277,480,3,S0
458,250,48,S0
720,486,36,S0
378,456,36,S0
591,720,74,S0
345,7,46,S0
327,406,72,S0
593,562,46,S0
1219,936,72,S0
66,207,48,S0
40,1011,72,S0
231,32,48,S0
348,792,48,S0
443,1094,48,S0
952,319,48,S0
252,293,48,S0
945,903,72,S0
947,159,46,S0
3,1200,48,S0
114,872,59,S0
61,1347,72,S0
187,373,48,S0
270,492,30,S0
18,559,48,S0
9,198,59,S0
144,605,68,S0
38,202,48,S0
65,40,72,S0
364,664,46,S0
121,851,3,S0
51,638,48,S0
366,910,48,S0
914,751,36,S0
104,315,53,S0
579,1150,48,S0
61,1272,48,S0
860,581,48,S0
743,714,48,S0
522,736,48,S0
96,1161,72,S0
506,148,71,S0
77,925,48,S0
84,1046,48,S0
656,304,59,S0
1096,2,48,S0
147,887,46,S0
365,303,72,S0
754,623,48,S0
724,131,71,S0
29,345,19,S0
392,1347,72,S0
793,1077,46,S0
220,186,48,S0
816,1011,72,S0
326,651,48,S0
144,189,48,S0
767,971,46,S0
641,323,46,S0
37,509,3,S0
1158,826,23,S0
43,367,48,S0
152,630,48,S0
461,13,72,S0
229,1016,46,S0
971,632,48,S0
51,633,48,S0
732,765,46,S0
353,324,48,S0
532,258,48,S0
198,1032,72,S0
173,1143,26,S0
1094,720,59,S0
409,937,69,S0
270,1256,59,S0
556,1251,48,S0
191,937,69,S0
907,91,48,S0
467,159,74,S0
137,94,59,S0
34,92,36,S0
737,48,19,S0
474,1016,46,S0
318,837,72,S0
437,446,71,S0
1123,763,57,S0
340,49,74,S0
380,303,72,S0
1014,627,46,S0
393,451,48,S0
549,395,48,S0
555,342,72,S0
447,325,46,S0
278,768,48,S0
437,581,71,S0
1218,2,48,S0
344,726,46,S0
673,764,48,S0
470,136,68,S0
581,1041,69,S0
562,761,19,S0
90,502,48,S0
644,787,59,S0
768,840,48,S0
856,777,76,S0
204,361,74,S0
479,976,46,S0
17,242,19,S0
118,1298,19,S0
313,839,3,S0
121,805,46,S0
121,315,59,S0
424,676,46,S0
1372,1272,0,S0
320,832,83,S0
285,847,36,S0
73,248,72,S0
164,808,48,S0
866,1292,46,S0
509,638,48,S0
105,257,15,S0
325,726,46,S0
1169,626,66,S0
429,310,70,S0
999,751,71,S0
510,110,48,S0
426,240,63,S0
900,159,46,S0
603,476,36,S0
993,692,59,S0
535,352,48,S0
221,643,46,S0
498,559,48,S0
500,958,5,S0
365,1133,72,S0
654,287,48,S0
277,748,3,S0
984,44,71,S0
407,656,48,S0
31,464,72,S0
69,810,59,S0
277,867,74,S0
547,75,46,S0
503,831,59,S0
462,1147,46,S0
122,732,19,S0
387,558,15,S0
237,73,46,S0
67,716,46,S0
606,402,8,S0
21,69,48,S0
326,527,48,S0
297,924,72,S0
814,1398,48,S0
153,80,5,S0
589,1473,48,S0
15,123,72,S0
910,160,48,S0
10,567,46,S0
1002,239,46,S0
238,1169,26,S0
554,745,48,S0
397,218,48,S0
121,1251,48,S0
778,957,48,S0
73,15,72,S0
210,1004,48,S0
236,386,5,S0
778,1223,46,S0
838,1232,26,S0
638,847,36,S0
167,274,72,S0
497,732,19,S0
601,313,72,S0
376,905,46,S0
1194,543,6,S0
603,40,46,S0
651,1165,48,S0
366,1461,69,S0
78,864,48,S0
45,378,48,S0
254,1225,72,S0
278,202,48,S0
91,567,46,S0
910,869,48,S0
616,1220,48,S0
296,851,46,S0
678,492,48,S0
432,552,29,S0
277,308,3,S0
73,166,72,S0
189,830,48,S0
514,1032,72,S0
445,667,72,S0
123,643,46,S0
393,54,48,S0
744,893,48,S0
717,707,72,S0
208,279,3,S0
634,920,29,S0
186,420,48,S0
204,1026,74,S0
411,573,48,S0
434,540,46,S0
385,1235,13,S0
877,805,46,S0
0,746,48,S0
65,613,72,S0
627,104,19,S0
186,1004,48,S0
380,687,48,S0
276,190,36,S0
787,767,48,S0
994,23,31,S0
397,270,48,S0
769,846,48,S0
896,5,48,S0
262,533,72,S0
42,383,48,S0
125,220,48,S0
1232,626,66,S0
60,829,48,S0
172,949,48,S0
735,1102,69,S0
775,1052,72,S0
262,451,15,S0
52,1182,72,S0
821,533,46,S0
265,248,46,S0
722,971,46,S0
327,248,46,S0
407,1063,74,S0
3,694,59,S0
560,979,33,S0
498,99,15,S0
754,180,48,S0
104,567,48,S0
502,760,48,S0
1134,659,82,S0
242,426,48,S0
392,186,48,S0
580,325,46,S0
585,431,48,S0
24,614,59,S0
186,907,48,S0
1024,1079,72,S0
539,486,48,S0
247,934,69,S0
243,552,48,S0
329,1032,72,S0
338,1095,72,S0
760,40,72,S0
750,1021,74,S0
1028,837,46,S0
13,417,46,S0
264,153,3,S0
400,1149,72,S0
580,270,59,S0
235,1,56,S0
1159,711,57,S0
614,661,48,S0
274,453,48,S0
1081,946,46,S0
584,775,33,S0
232,1102,74,S0
144,1452,38,S0
380,816,48,S0
174,73,18,S0
92,355,69,S0
366,503,69,S0
734,7,72,S0
61,649,48,S0
246,449,48,S0
95,1085,72,S0
208,38,3,S0
527,1017,74,S0
734,981,9,S0
642,357,59,S0
1017,982,46,S0
257,277,48,S0
443,323,46,S0
233,922,48,S0
12,905,46,S0
215,70,8,S0
355,741,72,S0
187,116,48,S0
241,1149,72,S0
90,276,48,S0
898,1052,46,S0
814,73,46,S0
317,1297,75,S0
40,756,72,S0
405,456,48,S0
193,194,3,S0
423,946,72,S0
611,433,46,S0
1110,1251,48,S0
41,1170,48,S0
701,555,72,S0
733,176,74,S0
798,459,81,S0
598,393,60,S0
1102,982,46,S0
129,1166,48,S0
216,910,5,S0
156,1070,48,S0
884,956,48,S0
515,163,48,S0
1221,166,1,S0
206,816,48,S0
216,847,5,S0
773,143,84,S0
836,217,46,S0
1081,1085,46,S0
583,694,59,S0
371,952,48,S0
233,242,48,S0
417,716,72,S0
481,503,48,S0
388,1075,19,S0
645,911,46,S0
962,972,48,S0
367,497,48,S0
924,952,1,S0
512,1174,69,S0
108,456,71,S0
341,40,46,S0
556,765,46,S0
370,75,72,S0
871,707,46,S0
718,533,46,S0
858,1055,72,S0
334,367,48,S0
270,589,59,S0
66,845,48,S0
695,1132,31,S0
479,114,59,S0
586,527,48,S0
235,779,56,S0
997,707,46,S0
329,694,69,S0
761,791,69,S0
1131,1140,8,S0
208,241,3,S0
105,1110,15,S0
369,676,46,S0
266,778,59,S0
536,905,19,S0
87,12,72,S0
134,1001,48,S0
355,1256,59,S0
177,994,48,S0
393,754,46,S0
39,461,48,S0
70,570,12,S0
684,1098,72,S0
556,1195,46,S0
90,399,48,S0
364,727,46,S0
1052,223,48,S0
781,70,48,S0
723,934,69,S0
180,1158,48,S0
896,357,59,S0
926,19,48,S0
733,928,74,S0
733,1036,74,S0
129,90,48,S0
1105,1016,72,S0
1092,315,24,S0
121,654,31,S0
194,1159,46,S0
121,470,3,S0
621,624,5,S0
62,553,48,S0
47,373,48,S0
287,1058,72,S0
60,510,59,S0
642,1093,59,S0
258,1026,46,S0
1084,320,19,S0
32,388,48,S0
866,816,48,S0
680,811,48,S0
915,271,79,S0
382,433,19,S0
866,1195,46,S0
627,737,19,S0
277,743,3,S0
404,938,46,S0
327,1026,46,S0
263,354,5,S0
921,156,48,S0
317,17,60,S0
276,1246,13,S0
28,344,63,S0
160,774,48,S0
328,714,48,S0
320,1204,48,S0
136,9,60,S0
55,525,48,S0
460,452,48,S0
4,220,74,S0
0,240,48,S0
503,30,59,S0
418,727,72,S0
454,702,48,S0
542,433,46,S0
37,825,29,S0
883,528,19,S0
21,1362,48,S0
492,287,59,S0
767,1153,66,S0
775,1073,46,S0
870,763,57,S0
777,173,5,S0
852,905,46,S0
105,88,15,S0
801,1182,72,S0
906,652,74,S0
313,727,74,S0
214,393,48,S0
825,325,54,S0
328,497,48,S0
471,936,46,S0
1,751,48,S0
272,837,46,S0
832,1037,70,S0
28,777,76,S0
1373,1281,10,S0
3,242,48,S0
211,1040,46,S0
598,591,71,S0
91,528,46,S0
423,15,48,S0
821,1032,72,S0
532,373,48,S0
446,779,48,S0
31,1082,72,S0
274,264,59,S0
614,306,36,S0
29,1253,72,S0
395,402,48,S0
399,327,48,S0
652,272,15,S0
61,1090,48,S0
538,567,72,S0
578,417,46,S0
234,818,46,S0
385,884,48,S0
631,818,46,S0
17,429,19,S0
602,533,46,S0
291,7,46,S0
1043,767,8,S0
277,26,3,S0
94,766,48,S0
727,1048,72,S0
622,1102,72,S0
1042,1147,46,S0
144,1186,15,S0
613,556,48,S0
438,1098,72,S0
24,1163,69,S0
340,225,74,S0
264,91,74,S0
362,851,46,S0
593,140,36,S0
277,971,3,S0
1374,165,76,S0
382,993,46,S0
404,303,46,S0
32,1132,31,S0
270,949,48,S0
99,148,9,S0
1170,242,48,S0
451,799,48,S0
718,1079,72,S0
124,1011,72,S0
744,912,48,S0
1375,287,48,S0
549,643,46,S0
313,744,3,S0
578,73,46,S0
193,510,59,S0
1033,411,71,S0
164,829,48,S0
353,1026,46,S0
510,576,48,S0
514,717,69,S0
453,1180,48,S0
729,891,72,S0
106,86,48,S0
1033,36,71,S0
243,559,48,S0
243,1450,48,S0
790,297,82,S0
380,700,48,S0
1123,1011,72,S0
396,904,48,S0
348,907,48,S0
796,874,59,S0
454,99,15,S0
652,250,15,S0
105,1149,72,S0
579,777,76,S0
438,540,46,S0
11,727,72,S0
328,664,72,S0
805,191,74,S0
1082,1085,72,S0
14,1159,46,S0
208,778,3,S0
361,714,72,S0
204,654,3,S0
489,561,69,S0
44,339,48,S0
62,1361,48,S0
1120,239,46,S0
101,704,8,S0
359,493,48,S0
191,255,74,S0
485,67,59,S0
560,659,82,S0
214,760,48,S0
882,169,82,S0
1095,417,46,S0
47,565,48,S0
902,28,46,S0
180,414,48,S0
1261,437,74,S0
489,100,69,S0
579,386,48,S0
373,929,48,S0
430,411,56,S0
315,1456,45,S0
482,310,70,S0
211,1134,48,S0
172,920,29,S0
264,1018,74,S0
605,805,75,S0
82,1469,69,S0
745,51,48,S0
370,235,72,S0
644,634,59,S0
73,938,72,S0
652,106,15,S0
573,1162,26,S0
125,1438,48,S0
399,315,48,S0
414,941,69,S0
598,67,75,S0
777,913,5,S0
688,603,72,S0
884,294,36,S0
727,888,74,S0
198,25,46,S0
540,189,19,S0
560,681,48,S0
20,277,48,S0
870,465,57,S0
592,1455,73,S0
277,391,74,S0
875,798,57,S0
144,549,48,S0
540,613,19,S0
467,165,74,S0
41,162,48,S0
1058,965,2,S0
178,1032,72,S0
131,784,48,S0
267,722,15,S0
431,1068,15,S0
186,499,48,S0
147,643,46,S0
8,1347,72,S0
183,40,46,S0
1009,53,15,S0
236,35,5,S0
905,805,46,S0
909,14,48,S0
229,502,48,S0
444,664,46,S0
233,661,48,S0
738,606,69,S0
810,509,59,S0
223,46,46,S0
1045,488,74,S0
374,622,48,S0
277,421,72,S0
675,5,71,S0
684,189,72,S0
16,116,48,S0
422,45,29,S0
246,772,69,S0
363,816,48,S0
15,489,71,S0
626,777,74,S0
1118,889,48,S0
350,1233,46,S0
798,430,46,S0
258,1347,72,S0
258,883,19,S0
121,182,74,S0
413,887,46,S0
499,277,48,S0
993,576,48,S0
968,25,46,S0
1160,1347,72,S0
1004,249,69,S0
46,116,48,S0
1184,998,72,S0
975,643,46,S0
707,657,19,S0
470,348,48,S0
771,808,48,S0
457,740,48,S0
879,105,48,S0
813,159,46,S0
3,1221,15,S0
547,1049,59,S0
823,541,46,S0
717,451,48,S0
34,385,48,S0
1084,1146,19,S0
795,581,36,S0
459,736,69,S0
972,634,72,S0
41,335,48,S0
65,409,72,S0
582,205,19,S0
1110,938,48,S0
302,294,36,S0
173,632,48,S0
700,1221,15,S0
606,479,8,S0
508,1182,72,S0
234,241,48,S0
413,140,71,S0
692,251,36,S0
782,657,19,S0
17,1004,48,S0
350,993,46,S0
712,590,48,S0
646,275,48,S0
411,511,48,S0
222,119,48,S0
733,570,74,S0
131,983,28,S0
268,176,48,S0
160,919,48,S0
142,28,46,S0
37,304,74,S0
847,244,56,S0
454,1020,48,S0
790,321,48,S0
775,730,72,S0
17,1192,19,S0
813,1147,46,S0
39,286,48,S0
407,1170,48,S0
1198,778,52,S0
952,282,48,S0
193,667,59,S0
313,8,3,S0
340,66,74,S0
106,903,46,S0
717,84,48,S0
76,132,15,S0
170,676,46,S0
31,535,72,S0
219,386,71,S0
474,329,48,S0
432,21,59,S0
611,714,72,S0
38,245,48,S0
825,465,48,S0
211,816,48,S0
711,173,72,S0
562,956,48,S0
134,546,72,S0
705,419,3,S0
232,483,3,S0
265,433,46,S0
831,707,46,S0
346,1266,38,S0
84,1462,48,S0
356,234,48,S0
174,226,46,S0
286,99,48,S0
918,1085,72,S0
38,559,48,S0
256,233,48,S0
722,714,46,S0
680,644,48,S0
556,815,63,S0
733,13,74,S0
167,170,72,S0
869,1455,73,S0
623,726,74,S0
449,664,46,S0
87,393,66,S0
307,837,72,S0
407,190,3,S0
419,467,74,S0
1175,418,46,S0
274,900,48,S0
106,523,48,S0
612,1085,46,S0
407,186,3,S0
651,693,56,S0
795,955,48,S0
831,84,48,S0
532,714,48,S0
608,89,53,S0
330,655,48,S0
209,1347,72,S0
480,479,46,S0
679,1068,75,S0
423,707,72,S0
896,847,48,S0
345,1077,46,S0
927,977,48,S0
891,888,14,S0
96,360,5,S0
204,56,74,S0
692,325,46,S0
998,879,48,S0
505,837,72,S0
359,893,48,S0
969,903,46,S0
96,476,5,S0
457,408,15,S0
155,809,46,S0
453,868,48,S0
475,49,59,S0
26,246,48,S0
1068,1221,15,S0
144,51,48,S0
941,660,48,S0
356,799,48,S0
1161,657,32,S0
87,336,72,S0
982,623,46,S0
771,371,48,S0
326,325,46,S0
325,832,84,S0
106,558,48,S0
720,609,36,S0
365,381,72,S0
1,1213,48,S0
515,422,74,S0
562,1186,15,S0
64,1026,48,S0
178,714,8,S0
1283,313,72,S0
85,60,70,S0
363,218,48,S0
705,650,72,S0
963,1347,72,S0
313,989,3,S0
354,297,69,S0
90,134,48,S0
859,418,46,S0
220,408,48,S0
114,596,74,S0
47,1020,48,S0
605,409,60,S0
198,609,36,S0
814,232,46,S0
432,497,48,S0
327,764,8,S0
992,1055,72,S0
1028,1327,46,S0
550,323,46,S0
19,1017,72,S0
474,1182,72,S0
183,808,15,S0
492,1026,59,S0
595,590,46,S0
304,426,72,S0
415,634,46,S0
400,582,32,S0
633,1077,46,S0
382,602,19,S0
769,325,48,S0
851,1256,59,S0
1203,506,66,S0
945,1079,72,S0
464,672,48,S0
549,232,46,S0
490,1158,48,S0
630,896,72,S0
508,1055,46,S0
1073,1179,48,S0
235,1159,48,S0
15,921,56,S0
1000,818,46,S0
609,1169,26,S0
99,818,36,S0
926,541,48,S0
1251,678,31,S0
119,75,46,S0
102,293,48,S0
862,887,72,S0
712,469,48,S0
432,407,48,S0
208,981,3,S0
231,1132,31,S0
790,791,69,S0
145,711,57,S0
183,1221,15,S0
208,488,3,S0
1210,916,69,S0
4,1063,74,S0
126,1105,72,S0
984,754,71,S0
313,228,3,S0
614,643,46,S0
220,148,48,S0
461,1082,72,S0
566,811,72,S0
193,593,59,S0
86,590,63,S0
491,378,67,S0
10,50,48,S0
375,211,48,S0
396,192,48,S0
423,118,48,S0
104,40,46,S0
232,153,3,S0
607,110,59,S0
64,766,48,S0
126,239,46,S0
72,695,48,S0
816,449,48,S0
1062,363,8,S0
240,920,48,S0
1042,305,46,S0
745,1009,48,S0
651,1150,56,S0
298,922,48,S0
252,276,59,S0
298,630,48,S0
167,601,72,S0
35,928,11,S0
1152,971,48,S0
713,846,48,S0
294,355,69,S0
388,857,19,S0
194,664,46,S0
563,1098,72,S0
474,885,46,S0
224,859,46,S0
855,851,48,S0
858,326,72,S0
475,162,59,S0
180,1162,26,S0
1376,465,57,S0
1037,363,59,S0
867,676,46,S0
472,162,48,S0
78,934,81,S0
1143,670,66,S0
413,548,71,S0
760,1121,15,S0
660,90,48,S0
286,148,59,S0
88,687,48,S0
157,133,5,S0
727,903,48,S0
798,828,72,S0
936,1347,72,S0
748,1213,69,S0
603,168,59,S0
1174,1085,72,S0
260,586,48,S0
16,50,48,S0
393,1004,48,S0
378,328,72,S0
26,637,48,S0
997,40,46,S0
625,885,46,S0
825,371,72,S0
246,1110,48,S0
26,950,48,S0
220,420,48,S0
819,696,46,S0
385,321,48,S0
75,662,19,S0
67,479,46,S0
290,447,46,S0
1028,1438,46,S0
65,582,46,S0
803,674,72,S0
479,393,19,S0
1199,763,57,S0
26,1147,46,S0
125,235,48,S0
266,922,48,S0
102,1266,38,S0
409,252,46,S0
331,422,24,S0
105,710,15,S0
825,942,72,S0
556,1200,48,S0
277,107,15,S0
1085,277,74,S0
956,973,72,S0
39,45,48,S0
562,472,48,S0
521,983,48,S0
513,693,71,S0
900,251,36,S0
576,846,53,S0
262,664,72,S0
41,471,19,S0
243,226,46,S0
361,1147,72,S0
252,222,59,S0
1017,1457,69,S0
380,430,46,S0
835,1275,48,S0
163,134,29,S0
373,994,48,S0
59,1225,72,S0
130,912,48,S0
32,630,48,S0
764,1466,69,S0
75,430,46,S0
541,985,52,S0
